# freq	REsusc	std_dev_REsusc	IMsusc	std_dev_IMsusc
5.160000000000000142e+01	1.563898759999999610e+00	nan	8.306639999999999857e-02	nan
5.189999999999999858e+01	1.576677510000000115e+00	nan	7.360160000000000313e-02	nan
5.219999999999999574e+01	1.592058360000000006e+00	nan	6.108079999999999760e-02	nan
5.250000000000000000e+01	1.604868749999999844e+00	nan	5.194700000000000012e-02	nan
5.279999999999999716e+01	1.615098749999999583e+00	nan	4.702699999999999242e-02	nan
5.310000000000000142e+01	1.625349439999999923e+00	nan	4.232999999999999957e-02	nan
5.339999999999999858e+01	1.633059000000000038e+00	nan	3.833999999999999908e-02	nan
5.369999999999999574e+01	1.643333560000000082e+00	nan	3.538320000000000354e-02	nan
5.400000000000000000e+01	1.651061159999999806e+00	nan	3.289600000000000163e-02	nan
5.429999999999999716e+01	1.658800000000000274e+00	nan	3.091200000000000198e-02	nan
5.460000000000000142e+01	1.666548749999999801e+00	nan	2.969299999999999717e-02	nan
5.489999999999999858e+01	1.674314999999999998e+00	nan	2.846800000000000025e-02	nan
5.519999999999999574e+01	1.682094509999999765e+00	nan	2.775579999999999714e-02	nan
5.550000000000000000e+01	1.687292840000000016e+00	nan	2.701919999999999669e-02	nan
5.579999999999999716e+01	1.695099960000000072e+00	nan	2.656080000000000246e-02	nan
5.610000000000000142e+01	1.700316000000000161e+00	nan	2.608000000000000249e-02	nan
5.639999999999999858e+01	1.705536997500000096e+00	nan	2.598940000000000278e-02	nan
5.669999999999999574e+01	1.710765990000000070e+00	nan	2.589840000000000197e-02	nan
5.700000000000000000e+01	1.716001395100000160e+00	nan	2.601660000000000084e-02	nan
5.729999999999999716e+01	1.718620999999999954e+00	nan	2.622000000000000025e-02	nan
5.759999999999999432e+01	1.723866989999999877e+00	nan	2.652259999999999687e-02	nan
5.789999999999999858e+01	1.726489910000000183e+00	nan	2.706840000000000288e-02	nan
5.819999999999999574e+01	1.731745749999999973e+00	nan	2.763600000000000431e-02	nan
5.850000000000000000e+01	1.734372360000000057e+00	nan	2.844719999999999888e-02	nan
5.879999999999999716e+01	1.737003000000000075e+00	nan	2.899600000000000094e-02	nan
5.909999999999999432e+01	1.736991750000000057e+00	nan	3.031400000000000067e-02	nan
5.939999999999999858e+01	1.739621759999999906e+00	nan	3.112839999999999704e-02	nan
5.969999999999999574e+01	1.742251160000000132e+00	nan	3.220800000000000052e-02	nan
6.000000000000000000e+01	1.744882239999999918e+00	nan	3.328919999999999796e-02	nan
6.029999999999999716e+01	1.747517590000000176e+00	nan	3.410760000000000181e-02	nan
6.059999999999999432e+01	1.747507110000000141e+00	nan	3.516520000000000062e-02	nan
6.089999999999999858e+01	1.750141309999999839e+00	nan	3.625019999999999631e-02	nan
6.119999999999999574e+01	1.752780000000000005e+00	nan	3.707200000000000079e-02	nan
6.150000000000000000e+01	1.752771510000000088e+00	nan	3.786640000000000145e-02	nan
6.179999999999999716e+01	1.755411840000000057e+00	nan	3.869000000000000217e-02	nan
6.209999999999999432e+01	1.755405960000000043e+00	nan	3.921999999999999792e-02	nan
6.239999999999999858e+01	1.755396989999999935e+00	nan	4.001500000000000196e-02	nan
6.269999999999999574e+01	1.755390910000000027e+00	nan	4.054499999999999771e-02	nan
6.300000000000000000e+01	1.755384749999999938e+00	nan	4.107500000000000040e-02	nan
6.329999999999999716e+01	1.755378509999999892e+00	nan	4.160499999999999615e-02	nan
6.359999999999999432e+01	1.758029510000000073e+00	nan	4.163639999999999702e-02	nan
6.389999999999999858e+01	1.758029510000000073e+00	nan	4.163639999999999702e-02	nan
6.420000000000000284e+01	1.758032640000000146e+00	nan	4.137119999999999687e-02	nan
6.450000000000000000e+01	1.760691840000000008e+00	nan	4.087160000000000099e-02	nan
6.479999999999999716e+01	1.760697959999999895e+00	nan	4.034079999999999611e-02	nan
6.509999999999999432e+01	1.760706989999999861e+00	nan	3.954459999999999920e-02	nan
6.539999999999999147e+01	1.760718749999999888e+00	nan	3.848300000000000332e-02	nan
6.570000000000000284e+01	1.760732999999999882e+00	nan	3.715600000000000153e-02	nan
6.600000000000000000e+01	1.763399040000000362e+00	nan	3.612159999999999677e-02	nan
6.629999999999999716e+01	1.763412390000000274e+00	nan	3.479360000000000092e-02	nan
6.659999999999999432e+01	1.766082240000000025e+00	nan	3.349080000000000112e-02	nan
6.689999999999999147e+01	1.766092159999999911e+00	nan	3.242760000000000087e-02	nan
6.720000000000000284e+01	1.766104109999999894e+00	nan	3.109860000000000055e-02	nan
6.750000000000000000e+01	1.768774560000000218e+00	nan	2.979200000000000251e-02	nan
6.779999999999999716e+01	1.768783360000000249e+00	nan	2.872800000000000353e-02	nan
6.809999999999999432e+01	1.768791840000000226e+00	nan	2.766400000000000109e-02	nan
6.839999999999999147e+01	1.771460999999999952e+00	nan	2.662000000000000130e-02	nan
6.870000000000000284e+01	1.774130684400000213e+00	nan	2.573424000000000197e-02	nan
6.900000000000000000e+01	1.774138067100000216e+00	nan	2.469528000000000348e-02	nan
6.929999999999999716e+01	1.776808718399999876e+00	nan	2.388735999999999637e-02	nan
6.959999999999999432e+01	1.779481350400000217e+00	nan	2.305152000000000242e-02	nan
6.989999999999999147e+01	1.779486611100000060e+00	nan	2.222444000000000155e-02	nan
7.020000000000000284e+01	1.782160036399999870e+00	nan	2.152019999999999628e-02	nan
7.050000000000000000e+01	1.787508315900000033e+00	nan	2.083045999999999856e-02	nan
7.079999999999999716e+01	1.787512899900000063e+00	nan	2.002825999999999912e-02	nan
7.109999999999999432e+01	1.790191871600000262e+00	nan	1.932071999999999956e-02	nan
7.139999999999999147e+01	1.795551558400000358e+00	nan	1.865280000000000063e-02	nan
7.170000000000000284e+01	1.795554707100000202e+00	nan	1.803640000000000104e-02	nan
7.200000000000000000e+01	1.798238359099999961e+00	nan	1.751346000000000153e-02	nan
7.229999999999999716e+01	1.800924183900000308e+00	nan	1.693603999999999943e-02	nan
7.259999999999999432e+01	1.803612033599999886e+00	nan	1.633087999999999901e-02	nan
7.289999999999999147e+01	1.806301660400000175e+00	nan	1.575168000000000054e-02	nan
7.320000000000000284e+01	1.806303737600000181e+00	nan	1.526784000000000127e-02	nan
7.350000000000000000e+01	1.808994859899999863e+00	nan	1.476809999999999928e-02	nan
7.379999999999999716e+01	1.811687803900000393e+00	nan	1.429451999999999980e-02	nan
7.409999999999999432e+01	1.814382785599999881e+00	nan	1.379328000000000151e-02	nan
7.439999999999999147e+01	1.817079596400000385e+00	nan	1.331824000000000029e-02	nan
7.470000000000000284e+01	1.817081055900000353e+00	nan	1.291384000000000108e-02	nan
7.500000000000000000e+01	1.819779377499999962e+00	nan	1.254569999999999817e-02	nan
7.529999999999999716e+01	1.822479750000000287e+00	nan	1.214999999999999934e-02	nan
7.559999999999999432e+01	1.825182251099999764e+00	nan	1.169965999999999888e-02	nan
7.589999999999999147e+01	1.827886191600000210e+00	nan	1.141087999999999998e-02	nan
7.620000000000000284e+01	1.830592189999999952e+00	nan	1.109460000000000134e-02	nan
7.650000000000000000e+01	1.833300079900000101e+00	nan	1.080491999999999911e-02	nan
7.679999999999999716e+01	1.836009867900000092e+00	nan	1.054189999999999988e-02	nan
7.709999999999999432e+01	1.841434711599999829e+00	nan	1.025891999999999950e-02	nan
7.739999999999999147e+01	1.844150310000000292e+00	nan	1.004920000000000119e-02	nan
7.770000000000000284e+01	1.844150823100000336e+00	nan	9.859080000000000968e-03	nan
7.800000000000000000e+01	1.849587609600000349e+00	nan	9.574400000000000271e-03	nan
7.829999999999999716e+01	1.852308889599999953e+00	nan	9.472559999999999661e-03	nan
7.859999999999999432e+01	1.852309439999999974e+00	nan	9.254799999999998791e-03	nan
7.889999999999999147e+01	1.857757507899999938e+00	nan	9.241140000000000118e-03	nan
7.920000000000000284e+01	1.863213777499999946e+00	nan	9.145500000000000851e-03	nan
7.950000000000000000e+01	1.865944710400000428e+00	nan	9.179520000000001775e-03	nan
7.979999999999999716e+01	1.868677777500000081e+00	nan	9.158900000000001068e-03	nan
8.009999999999999432e+01	1.874149440000000055e+00	nan	9.309200000000000114e-03	nan
8.039999999999999147e+01	1.876887959100000280e+00	nan	9.507800000000000279e-03	nan
8.070000000000000284e+01	1.879628397499999881e+00	nan	9.734100000000000738e-03	nan
8.100000000000000000e+01	1.882370823100000257e+00	nan	9.960720000000001031e-03	nan
8.129999999999999716e+01	1.887861862400000312e+00	nan	1.033247999999999979e-02	nan
8.159999999999999432e+01	1.890609867900000074e+00	nan	1.069749999999999868e-02	nan
8.189999999999999147e+01	1.896112597499999941e+00	nan	1.115369999999999903e-02	nan
8.220000000000000284e+01	1.898866022399999798e+00	nan	1.168543999999999833e-02	nan
8.250000000000000000e+01	1.901620839899999860e+00	nan	1.238342000000000089e-02	nan
8.279999999999999716e+01	1.909901627099999777e+00	nan	1.307371999999999874e-02	nan
8.309999999999999432e+01	1.912663396400000160e+00	nan	1.399596000000000000e-02	nan
8.339999999999999147e+01	1.918196055600000172e+00	nan	1.490260000000000022e-02	nan
8.370000000000000284e+01	1.923735475900000047e+00	nan	1.606145999999999963e-02	nan
8.400000000000000000e+01	1.926504937499999848e+00	nan	1.735000000000000084e-02	nan
8.429999999999999716e+01	1.932053351099999761e+00	nan	1.898739999999999803e-02	nan
8.459999999999999432e+01	1.937609683099999813e+00	nan	2.051807999999999757e-02	nan
8.489999999999999147e+01	1.943170875099999639e+00	nan	2.249916000000000069e-02	nan
8.520000000000000284e+01	1.948741004399999754e+00	nan	2.417871999999999730e-02	nan
8.550000000000000000e+01	1.954315451899999889e+00	nan	2.631035999999999792e-02	nan
8.579999999999999716e+01	1.959897989999999757e+00	nan	2.827999999999999611e-02	nan
8.609999999999999432e+01	1.968288000000000038e+00	nan	3.086599999999999761e-02	nan
8.639999999999999147e+01	1.973885760000000156e+00	nan	3.315799999999999997e-02	nan
8.670000000000000284e+01	1.979485160000000077e+00	nan	3.601920000000000122e-02	nan
8.700000000000000000e+01	1.987909559999999853e+00	nan	3.891599999999999920e-02	nan
8.729999999999999716e+01	1.996340989999999982e+00	nan	4.267260000000000497e-02	nan
8.759999999999999432e+01	2.001959310000000158e+00	nan	4.612899999999999640e-02	nan
8.789999999999999147e+01	2.010410709999999934e+00	nan	5.019719999999999738e-02	nan
8.820000000000000284e+01	2.018868509999999894e+00	nan	5.485060000000000630e-02	nan
8.850000000000000000e+01	2.030184000000000211e+00	nan	5.985000000000000736e-02	nan
8.879999999999999716e+01	2.035804590000000136e+00	nan	6.535660000000000081e-02	nan
8.909999999999999432e+01	2.047136000000000067e+00	nan	7.155000000000000249e-02	nan
8.939999999999999147e+01	2.055669559999999674e+00	nan	7.514160000000000283e-02	nan
8.970000000000000284e+01	2.064190589999999936e+00	nan	8.018460000000000865e-02	nan
9.000000000000000000e+01	2.075598910000000075e+00	nan	8.559540000000000204e-02	nan
9.029999999999999716e+01	2.084143749999999962e+00	nan	9.097199999999999731e-02	nan
9.059999999999999432e+01	2.095492960000000071e+00	nan	1.007807999999999898e-01	nan
9.089999999999999147e+01	2.103918750000000060e+00	nan	1.117270000000000069e-01	nan
9.120000000000000284e+01	2.112335159999999767e+00	nan	1.227175999999999961e-01	nan
9.150000000000000000e+01	2.120714560000000581e+00	nan	1.346267999999999909e-01	nan
9.179999999999999716e+01	2.131980840000000210e+00	nan	1.472688000000000053e-01	nan
9.209999999999999432e+01	2.140270999999999813e+00	nan	1.610399999999999887e-01	nan
9.239999999999999147e+01	2.148489000000000093e+00	nan	1.760400000000000020e-01	nan
9.270000000000000284e+01	2.162519909999999879e+00	nan	1.922431999999999752e-01	nan
9.300000000000000000e+01	2.167549440000000160e+00	nan	2.110767999999999811e-01	nan
9.329999999999999716e+01	2.175366750000000238e+00	nan	2.318890000000000118e-01	nan
9.359999999999999432e+01	2.180130750000000006e+00	nan	2.529090000000000504e-01	nan
9.389999999999999147e+01	2.187860000000000138e+00	nan	2.726879999999999860e-01	nan
9.420000000000000284e+01	2.195344640000000513e+00	nan	2.952180000000000359e-01	nan
9.450000000000000000e+01	2.196095999999999826e+00	nan	3.269199999999999884e-01	nan
9.479999999999999716e+01	2.197480000000000544e+00	nan	3.479580000000000450e-01	nan
9.509999999999999432e+01	2.195544000000000384e+00	nan	3.717500000000000249e-01	nan
9.539999999999999147e+01	2.193213000000000523e+00	nan	3.985160000000000369e-01	nan
9.570000000000000284e+01	2.187460000000000182e+00	nan	4.279679999999999596e-01	nan
9.600000000000000000e+01	2.175880000000000258e+00	nan	4.537980000000000347e-01	nan
9.629999999999999716e+01	2.163831000000000060e+00	nan	4.824800000000000200e-01	nan
9.659999999999999432e+01	2.148646999999999974e+00	nan	5.106959999999999278e-01	nan
9.689999999999999147e+01	2.130352000000000245e+00	nan	5.383860000000000312e-01	nan
9.720000000000000284e+01	2.108200000000000074e+00	nan	5.713500000000000245e-01	nan
9.750000000000000000e+01	2.081233000000000555e+00	nan	5.944559999999999844e-01	nan
9.779999999999999716e+01	2.057555999999999941e+00	nan	6.148000000000000131e-01	nan
9.809999999999999432e+01	2.030963999999999992e+00	nan	6.344799999999999329e-01	nan
9.839999999999999147e+01	2.004371999999999598e+00	nan	6.539040000000000408e-01	nan
9.870000000000000284e+01	1.977779999999999871e+00	nan	6.730719999999998926e-01	nan
9.900000000000000000e+01	1.948840000000000128e+00	nan	6.886619999999999964e-01	nan
9.929999999999999716e+01	1.917148999999999992e+00	nan	7.035000000000000142e-01	nan
9.959999999999999432e+01	1.889378999999999920e+00	nan	7.129799999999999471e-01	nan
9.989999999999999147e+01	1.852351999999999776e+00	nan	7.262640000000000207e-01	nan
1.002000000000000028e+02	1.822086999999999790e+00	nan	7.347839999999999927e-01	nan
1.005000000000000000e+02	1.786512000000000322e+00	nan	7.420160000000001199e-01	nan
1.007999999999999972e+02	1.754432999999999909e+00	nan	7.468560000000000754e-01	nan
1.010999999999999943e+02	1.723123000000000182e+00	nan	7.488360000000001682e-01	nan
1.013999999999999915e+02	1.686717000000000022e+00	nan	7.495559999999998890e-01	nan
1.017000000000000028e+02	1.654965000000000019e+00	nan	7.427879999999998928e-01	nan
1.020000000000000000e+02	1.624063999999999730e+00	nan	7.334100000000000064e-01	nan
1.022999999999999972e+02	1.593448999999999893e+00	nan	7.240800000000000569e-01	nan
1.025999999999999943e+02	1.567347999999999963e+00	nan	7.076640000000000708e-01	nan
1.028999999999999915e+02	1.541999999999999593e+00	nan	6.888819999999999943e-01	nan
1.032000000000000028e+02	1.512339000000000100e+00	nan	6.667399999999999993e-01	nan
1.035000000000000000e+02	1.485951999999999940e+00	nan	6.429360000000000630e-01	nan
1.037999999999999972e+02	1.458288000000000251e+00	nan	6.140340000000000797e-01	nan
1.040999999999999943e+02	1.431278999999999968e+00	nan	5.831600000000000117e-01	nan
1.043999999999999915e+02	1.416503000000000068e+00	nan	5.550960000000000338e-01	nan
1.047000000000000028e+02	1.390077000000000229e+00	nan	5.227640000000000065e-01	nan
1.050000000000000000e+02	1.376045000000000185e+00	nan	4.906920000000000170e-01	nan
1.052999999999999972e+02	1.361853000000000202e+00	nan	4.590040000000000231e-01	nan
1.055999999999999943e+02	1.352929000000000048e+00	nan	4.237199999999999855e-01	nan
1.058999999999999915e+02	1.343352000000000102e+00	nan	3.911140000000000172e-01	nan
1.062000000000000028e+02	1.333509000000000055e+00	nan	3.588200000000000278e-01	nan
1.065000000000000000e+02	1.327757000000000076e+00	nan	3.297239999999999616e-01	nan
1.067999999999999972e+02	1.323802999999999841e+00	nan	3.033959999999999990e-01	nan
1.070999999999999943e+02	1.317074999999999996e+00	nan	2.792679999999999607e-01	nan
1.073999999999999915e+02	1.307656999999999847e+00	nan	2.573759999999999937e-01	nan
1.077000000000000028e+02	1.298331999999999598e+00	nan	2.333759999999999724e-01	nan
1.080000000000000000e+02	1.293287709999999979e+00	nan	2.115414000000000183e-01	nan
1.082999999999999972e+02	1.290332040000000013e+00	nan	1.904407999999999934e-01	nan
1.085999999999999943e+02	1.289508639999999762e+00	nan	1.693343999999999683e-01	nan
1.088999999999999915e+02	1.290831989999999818e+00	nan	1.477123999999999937e-01	nan
1.092000000000000028e+02	1.294317959999999879e+00	nan	1.248343999999999981e-01	nan
1.095000000000000000e+02	1.306601559999999607e+00	nan	1.057055999999999829e-01	nan
1.097999999999999972e+02	1.318756999999999957e+00	nan	8.732399999999999884e-02	nan
1.100999999999999943e+02	1.337853760000000003e+00	nan	6.525480000000000169e-02	nan
1.103999999999999915e+02	1.359135749999999865e+00	nan	4.780600000000000127e-02	nan
1.107000000000000028e+02	1.373238039999999938e+00	nan	4.359839999999999549e-02	nan
1.110000000000000000e+02	1.389772039999999986e+00	nan	3.867120000000000279e-02	nan
1.112999999999999972e+02	1.404014749999999978e+00	nan	3.436500000000000665e-02	nan
1.115999999999999943e+02	1.418319710000000011e+00	nan	3.025140000000000121e-02	nan
1.118999999999999915e+02	1.427914750000000010e+00	nan	2.509500000000000272e-02	nan
1.122000000000000028e+02	1.439926897499999914e+00	nan	2.052000000000000005e-02	nan
1.125000000000000000e+02	1.451971417600000036e+00	nan	1.764120000000000271e-02	nan
1.127999999999999972e+02	1.464060687099999924e+00	nan	1.517340000000000008e-02	nan
1.130999999999999943e+02	1.473767270399999774e+00	nan	1.301408000000000079e-02	nan
1.133999999999999915e+02	1.483500767599999826e+00	nan	1.174151999999999835e-02	nan
1.137000000000000028e+02	1.490821903100000290e+00	nan	1.067154000000000019e-02	nan
1.140000000000000000e+02	1.498159839599999987e+00	nan	9.840959999999999291e-03	nan
1.142999999999999972e+02	1.505518110000000132e+00	nan	8.098199999999999843e-03	nan
1.145999999999999943e+02	1.512891119599999890e+00	nan	7.330800000000000163e-03	nan
1.148999999999999915e+02	1.517816709999999958e+00	nan	6.652800000000000380e-03	nan
1.151999999999999886e+02	1.525218395100000235e+00	nan	6.347900000000000070e-03	nan
1.155000000000000000e+02	1.532637849599999935e+00	nan	6.140480000000000244e-03	nan
1.157999999999999972e+02	1.537594095100000002e+00	nan	6.026399999999999466e-03	nan
1.160999999999999943e+02	1.540075287900000145e+00	nan	5.931980000000000759e-03	nan
1.163999999999999915e+02	1.545043524400000257e+00	nan	5.817240000000000431e-03	nan
1.166999999999999886e+02	1.552510663899999921e+00	nan	5.756520000000000213e-03	nan
1.170000000000000000e+02	1.555003847100000280e+00	nan	5.661380000000000579e-03	nan
1.172999999999999972e+02	1.559995982400000258e+00	nan	5.595519999999999661e-03	nan
1.175999999999999943e+02	1.562495203899999963e+00	nan	5.475000000000000699e-03	nan
1.178999999999999915e+02	1.567499377499999902e+00	nan	5.383599999999999670e-03	nan
1.181999999999999886e+02	1.572511505600000081e+00	nan	5.316959999999999915e-03	nan
1.185000000000000000e+02	1.575020589999999610e+00	nan	5.270999999999999644e-03	nan
1.187999999999999972e+02	1.577531715100000120e+00	nan	5.199839999999999844e-03	nan
1.190999999999999943e+02	1.580044797499999820e+00	nan	5.153699999999999774e-03	nan
1.193999999999999915e+02	1.585076999999999847e+00	nan	5.035999999999999678e-03	nan
1.196999999999999886e+02	1.587596197500000139e+00	nan	4.913999999999999965e-03	nan
1.200000000000000000e+02	1.590117389999999631e+00	nan	4.791799999999999705e-03	nan
1.215000000000000000e+02	1.600222566399999824e+00	nan	3.946799999999999441e-03	nan
1.230000000000000000e+02	1.612898487100000056e+00	nan	3.124200000000000154e-03	nan
1.245000000000000000e+02	1.623075062976000016e+00	nan	2.466464000000000243e-03	nan
1.260000000000000000e+02	1.630728372735999798e+00	nan	2.022767999999999875e-03	nan
1.275000000000000000e+02	1.638399574896000077e+00	nan	1.669120000000000065e-03	nan
1.290000000000000000e+02	1.643523706235999970e+00	nan	1.389687999999999818e-03	nan
1.305000000000000000e+02	1.651224783774999816e+00	nan	1.195050000000000019e-03	nan
1.320000000000000000e+02	1.656368826943999784e+00	nan	1.070783999999999972e-03	nan
1.335000000000000000e+02	1.661520858623999786e+00	nan	9.693279999999998781e-04	nan
1.350000000000000000e+02	1.666680880974999779e+00	nan	8.907899999999999196e-04	nan
1.365000000000000000e+02	1.671848885755999881e+00	nan	8.740679999999998720e-04	nan
1.380000000000000000e+02	1.674435883719000095e+00	nan	8.825080000000000554e-04	nan
1.395000000000000000e+02	1.677024871118999672e+00	nan	9.298099999999999898e-04	nan
1.410000000000000000e+02	1.679615840000000082e+00	nan	1.036800000000000048e-03	nan
1.425000000000000000e+02	1.684803795696000250e+00	nan	1.173392000000000098e-03	nan
1.440000000000000000e+02	1.684803735804000224e+00	nan	1.334344000000000112e-03	nan
1.455000000000000000e+02	1.689999619311000068e+00	nan	1.604200000000000070e-03	nan
1.470000000000000000e+02	1.692600465638999907e+00	nan	1.902061999999999937e-03	nan
1.485000000000000000e+02	1.692600189999999838e+00	nan	2.341799999999999785e-03	nan
1.500000000000000000e+02	1.697807789999999928e+00	nan	2.866599999999999964e-03	nan
